main.py --seed 7

Namespace(algo='q-learning', convg=0.5, env='tokens-v0', eps_final=0.01, eps_frames=1200, eps_start=1.0, frames=30000, games=500, gamma=0.99, log_interval=1, lr=0.05, model=None, save_interval=1, seed=7)

Environments loaded

Training status loaded

U 3 | F 3 | G 1 | D 0 | EPS 0.998 | L -0.030 | R 1.000 | Avg L -0.030 | Avg R 1.000
U 168 | F 168 | G 56 | D 0 | EPS 0.860 | L -30.364 | R 27.000 | Avg L -0.542 | Avg R 0.482
U 169 | F 169 | G 56 | D 0 | EPS 0.860 | L -30.364 | R 27.000 | Avg L -0.542 | Avg R 0.482
U 170 | F 170 | G 56 | D 0 | EPS 0.859 | L -30.364 | R 27.000 | Avg L -0.542 | Avg R 0.482
U 171 | F 171 | G 56 | D 0 | EPS 0.858 | L -30.364 | R 27.000 | Avg L -0.542 | Avg R 0.482
U 171 | F 171 | G 57 | D 0 | EPS 0.858 | L -30.371 | R 28.000 | Avg L -0.533 | Avg R 0.491
U 172 | F 172 | G 57 | D 0 | EPS 0.858 | L -30.371 | R 28.000 | Avg L -0.533 | Avg R 0.491
U 173 | F 173 | G 57 | D 0 | EPS 0.857 | L -30.371 | R 28.000 | Avg L -0.533 | Avg R 0.491
U 174 | F 174 | G 57 | D 0 | EPS 0.856 | L -30.371 | R 28.000 | Avg L -0.533 | Avg R 0.491
U 174 | F 174 | G 58 | D 0 | EPS 0.855 | L -30.368 | R 29.000 | Avg L -0.524 | Avg R 0.500
U 175 | F 175 | G 58 | D 0 | EPS 0.855 | L -30.368 | R 29.000 | Avg L -0.524 | Avg R 0.500
U 176 | F 176 | G 58 | D 0 | EPS 0.854 | L -30.368 | R 29.000 | Avg L -0.524 | Avg R 0.500
U 177 | F 177 | G 58 | D 0 | EPS 0.853 | L -30.368 | R 29.000 | Avg L -0.524 | Avg R 0.500
U 177 | F 177 | G 59 | D 0 | EPS 0.853 | L -31.393 | R 29.000 | Avg L -0.532 | Avg R 0.492
U 178 | F 178 | G 59 | D 0 | EPS 0.853 | L -31.393 | R 29.000 | Avg L -0.532 | Avg R 0.492
U 179 | F 179 | G 59 | D 0 | EPS 0.852 | L -31.393 | R 29.000 | Avg L -0.532 | Avg R 0.492
U 180 | F 180 | G 59 | D 0 | EPS 0.851 | L -31.393 | R 29.000 | Avg L -0.532 | Avg R 0.492
U 180 | F 180 | G 60 | D 0 | EPS 0.850 | L -31.414 | R 30.000 | Avg L -0.524 | Avg R 0.500
U 181 | F 181 | G 60 | D 0 | EPS 0.850 | L -31.414 | R 30.000 | Avg L -0.524 | Avg R 0.500
U 182 | F 182 | G 60 | D 0 | EPS 0.849 | L -31.414 | R 30.000 | Avg L -0.524 | Avg R 0.500
U 183 | F 183 | G 60 | D 0 | EPS 0.848 | L -31.414 | R 30.000 | Avg L -0.524 | Avg R 0.500
U 183 | F 183 | G 61 | D 0 | EPS 0.848 | L -32.476 | R 30.000 | Avg L -0.532 | Avg R 0.492
U 184 | F 184 | G 61 | D 0 | EPS 0.848 | L -32.476 | R 30.000 | Avg L -0.532 | Avg R 0.492
U 185 | F 185 | G 61 | D 0 | EPS 0.847 | L -32.476 | R 30.000 | Avg L -0.532 | Avg R 0.492
U 186 | F 186 | G 61 | D 0 | EPS 0.846 | L -32.476 | R 30.000 | Avg L -0.532 | Avg R 0.492
U 186 | F 186 | G 62 | D 0 | EPS 0.845 | L -32.473 | R 31.000 | Avg L -0.524 | Avg R 0.500
U 187 | F 187 | G 62 | D 0 | EPS 0.845 | L -32.473 | R 31.000 | Avg L -0.524 | Avg R 0.500
U 188 | F 188 | G 62 | D 0 | EPS 0.844 | L -32.473 | R 31.000 | Avg L -0.524 | Avg R 0.500
U 189 | F 189 | G 62 | D 0 | EPS 0.843 | L -32.473 | R 31.000 | Avg L -0.524 | Avg R 0.500
U 189 | F 189 | G 63 | D 0 | EPS 0.843 | L -33.572 | R 31.000 | Avg L -0.533 | Avg R 0.492
U 190 | F 190 | G 63 | D 0 | EPS 0.843 | L -33.572 | R 31.000 | Avg L -0.533 | Avg R 0.492
U 191 | F 191 | G 63 | D 0 | EPS 0.842 | L -33.572 | R 31.000 | Avg L -0.533 | Avg R 0.492
U 192 | F 192 | G 63 | D 0 | EPS 0.841 | L -33.572 | R 31.000 | Avg L -0.533 | Avg R 0.492
U 192 | F 192 | G 64 | D 0 | EPS 0.840 | L -34.580 | R 31.000 | Avg L -0.540 | Avg R 0.484
U 193 | F 193 | G 64 | D 0 | EPS 0.840 | L -34.580 | R 31.000 | Avg L -0.540 | Avg R 0.484
U 194 | F 194 | G 64 | D 0 | EPS 0.839 | L -34.580 | R 31.000 | Avg L -0.540 | Avg R 0.484
U 195 | F 195 | G 64 | D 0 | EPS 0.838 | L -34.580 | R 31.000 | Avg L -0.540 | Avg R 0.484
U 195 | F 195 | G 65 | D 0 | EPS 0.838 | L -34.600 | R 32.000 | Avg L -0.532 | Avg R 0.492
U 196 | F 196 | G 65 | D 0 | EPS 0.838 | L -34.600 | R 32.000 | Avg L -0.532 | Avg R 0.492
U 197 | F 197 | G 65 | D 0 | EPS 0.837 | L -34.600 | R 32.000 | Avg L -0.532 | Avg R 0.492
U 198 | F 198 | G 65 | D 0 | EPS 0.836 | L -34.600 | R 32.000 | Avg L -0.532 | Avg R 0.492
U 198 | F 198 | G 66 | D 0 | EPS 0.835 | L -34.598 | R 33.000 | Avg L -0.524 | Avg R 0.500
U 199 | F 199 | G 66 | D 0 | EPS 0.835 | L -34.598 | R 33.000 | Avg L -0.524 | Avg R 0.500
U 200 | F 200 | G 66 | D 0 | EPS 0.834 | L -34.598 | R 33.000 | Avg L -0.524 | Avg R 0.500
U 201 | F 201 | G 66 | D 0 | EPS 0.833 | L -34.598 | R 33.000 | Avg L -0.524 | Avg R 0.500
U 201 | F 201 | G 67 | D 0 | EPS 0.833 | L -34.618 | R 34.000 | Avg L -0.517 | Avg R 0.507
U 202 | F 202 | G 67 | D 0 | EPS 0.833 | L -34.618 | R 34.000 | Avg L -0.517 | Avg R 0.507
U 203 | F 203 | G 67 | D 0 | EPS 0.832 | L -34.618 | R 34.000 | Avg L -0.517 | Avg R 0.507
U 204 | F 204 | G 67 | D 0 | EPS 0.831 | L -34.618 | R 34.000 | Avg L -0.517 | Avg R 0.507
U 204 | F 204 | G 68 | D 0 | EPS 0.830 | L -34.613 | R 35.000 | Avg L -0.509 | Avg R 0.515
U 205 | F 205 | G 68 | D 0 | EPS 0.830 | L -34.613 | R 35.000 | Avg L -0.509 | Avg R 0.515
U 206 | F 206 | G 68 | D 0 | EPS 0.829 | L -34.613 | R 35.000 | Avg L -0.509 | Avg R 0.515
U 207 | F 207 | G 68 | D 0 | EPS 0.828 | L -34.613 | R 35.000 | Avg L -0.509 | Avg R 0.515
U 207 | F 207 | G 69 | D 0 | EPS 0.828 | L -35.725 | R 35.000 | Avg L -0.518 | Avg R 0.507
U 208 | F 208 | G 69 | D 0 | EPS 0.828 | L -35.725 | R 35.000 | Avg L -0.518 | Avg R 0.507
U 209 | F 209 | G 69 | D 0 | EPS 0.827 | L -35.725 | R 35.000 | Avg L -0.518 | Avg R 0.507
U 210 | F 210 | G 69 | D 0 | EPS 0.826 | L -35.725 | R 35.000 | Avg L -0.518 | Avg R 0.507
U 210 | F 210 | G 70 | D 0 | EPS 0.825 | L -36.820 | R 35.000 | Avg L -0.526 | Avg R 0.500
U 211 | F 211 | G 70 | D 0 | EPS 0.825 | L -36.820 | R 35.000 | Avg L -0.526 | Avg R 0.500
U 212 | F 212 | G 70 | D 0 | EPS 0.824 | L -36.820 | R 35.000 | Avg L -0.526 | Avg R 0.500
U 213 | F 213 | G 70 | D 0 | EPS 0.823 | L -36.820 | R 35.000 | Avg L -0.526 | Avg R 0.500
U 213 | F 213 | G 71 | D 0 | EPS 0.823 | L -36.823 | R 36.000 | Avg L -0.519 | Avg R 0.507
U 214 | F 214 | G 71 | D 0 | EPS 0.823 | L -36.823 | R 36.000 | Avg L -0.519 | Avg R 0.507
U 215 | F 215 | G 71 | D 0 | EPS 0.822 | L -36.823 | R 36.000 | Avg L -0.519 | Avg R 0.507
U 216 | F 216 | G 71 | D 0 | EPS 0.821 | L -36.823 | R 36.000 | Avg L -0.519 | Avg R 0.507
U 216 | F 216 | G 72 | D 0 | EPS 0.820 | L -36.843 | R 37.000 | Avg L -0.512 | Avg R 0.514
U 217 | F 217 | G 72 | D 0 | EPS 0.820 | L -36.843 | R 37.000 | Avg L -0.512 | Avg R 0.514
U 218 | F 218 | G 72 | D 0 | EPS 0.819 | L -36.843 | R 37.000 | Avg L -0.512 | Avg R 0.514
U 219 | F 219 | G 72 | D 0 | EPS 0.818 | L -36.843 | R 37.000 | Avg L -0.512 | Avg R 0.514
U 219 | F 219 | G 73 | D 0 | EPS 0.818 | L -37.910 | R 37.000 | Avg L -0.519 | Avg R 0.507
U 220 | F 220 | G 73 | D 0 | EPS 0.818 | L -37.910 | R 37.000 | Avg L -0.519 | Avg R 0.507
U 221 | F 221 | G 73 | D 0 | EPS 0.817 | L -37.910 | R 37.000 | Avg L -0.519 | Avg R 0.507
U 222 | F 222 | G 73 | D 0 | EPS 0.816 | L -37.910 | R 37.000 | Avg L -0.519 | Avg R 0.507
U 222 | F 222 | G 74 | D 0 | EPS 0.815 | L -38.902 | R 37.000 | Avg L -0.526 | Avg R 0.500
U 223 | F 223 | G 74 | D 0 | EPS 0.815 | L -38.902 | R 37.000 | Avg L -0.526 | Avg R 0.500
U 224 | F 224 | G 74 | D 0 | EPS 0.814 | L -38.902 | R 37.000 | Avg L -0.526 | Avg R 0.500
U 225 | F 225 | G 74 | D 0 | EPS 0.813 | L -38.902 | R 37.000 | Avg L -0.526 | Avg R 0.500
U 225 | F 225 | G 75 | D 0 | EPS 0.812 | L -39.909 | R 37.000 | Avg L -0.532 | Avg R 0.493
U 226 | F 226 | G 75 | D 0 | EPS 0.812 | L -39.909 | R 37.000 | Avg L -0.532 | Avg R 0.493
U 227 | F 227 | G 75 | D 0 | EPS 0.812 | L -39.909 | R 37.000 | Avg L -0.532 | Avg R 0.493
U 228 | F 228 | G 75 | D 0 | EPS 0.811 | L -39.909 | R 37.000 | Avg L -0.532 | Avg R 0.493
U 228 | F 228 | G 76 | D 0 | EPS 0.810 | L -41.026 | R 37.000 | Avg L -0.540 | Avg R 0.487
U 229 | F 229 | G 76 | D 0 | EPS 0.810 | L -41.026 | R 37.000 | Avg L -0.540 | Avg R 0.487
U 230 | F 230 | G 76 | D 0 | EPS 0.809 | L -41.026 | R 37.000 | Avg L -0.540 | Avg R 0.487
U 231 | F 231 | G 76 | D 0 | EPS 0.808 | L -41.026 | R 37.000 | Avg L -0.540 | Avg R 0.487
U 231 | F 231 | G 77 | D 0 | EPS 0.807 | L -41.043 | R 38.000 | Avg L -0.533 | Avg R 0.494
U 232 | F 232 | G 77 | D 0 | EPS 0.807 | L -41.043 | R 38.000 | Avg L -0.533 | Avg R 0.494
U 233 | F 233 | G 77 | D 0 | EPS 0.807 | L -41.043 | R 38.000 | Avg L -0.533 | Avg R 0.494
U 234 | F 234 | G 77 | D 0 | EPS 0.806 | L -41.043 | R 38.000 | Avg L -0.533 | Avg R 0.494
U 234 | F 234 | G 78 | D 0 | EPS 0.805 | L -42.045 | R 38.000 | Avg L -0.539 | Avg R 0.487
U 235 | F 235 | G 78 | D 0 | EPS 0.805 | L -42.045 | R 38.000 | Avg L -0.539 | Avg R 0.487
U 236 | F 236 | G 78 | D 0 | EPS 0.804 | L -42.045 | R 38.000 | Avg L -0.539 | Avg R 0.487
U 237 | F 237 | G 78 | D 0 | EPS 0.803 | L -42.045 | R 38.000 | Avg L -0.539 | Avg R 0.487
U 237 | F 237 | G 79 | D 0 | EPS 0.802 | L -43.059 | R 38.000 | Avg L -0.545 | Avg R 0.481
U 238 | F 238 | G 79 | D 0 | EPS 0.802 | L -43.059 | R 38.000 | Avg L -0.545 | Avg R 0.481
U 239 | F 239 | G 79 | D 0 | EPS 0.802 | L -43.059 | R 38.000 | Avg L -0.545 | Avg R 0.481
U 240 | F 240 | G 79 | D 0 | EPS 0.801 | L -43.059 | R 38.000 | Avg L -0.545 | Avg R 0.481
U 240 | F 240 | G 80 | D 0 | EPS 0.800 | L -43.076 | R 39.000 | Avg L -0.538 | Avg R 0.487
U 241 | F 241 | G 80 | D 0 | EPS 0.800 | L -43.076 | R 39.000 | Avg L -0.538 | Avg R 0.487
U 242 | F 242 | G 80 | D 0 | EPS 0.799 | L -43.076 | R 39.000 | Avg L -0.538 | Avg R 0.487
U 243 | F 243 | G 80 | D 0 | EPS 0.798 | L -43.076 | R 39.000 | Avg L -0.538 | Avg R 0.487
U 243 | F 243 | G 81 | D 0 | EPS 0.797 | L -44.139 | R 39.000 | Avg L -0.545 | Avg R 0.481
U 244 | F 244 | G 81 | D 0 | EPS 0.797 | L -44.139 | R 39.000 | Avg L -0.545 | Avg R 0.481
U 245 | F 245 | G 81 | D 0 | EPS 0.797 | L -44.139 | R 39.000 | Avg L -0.545 | Avg R 0.481
U 246 | F 246 | G 81 | D 0 | EPS 0.796 | L -44.139 | R 39.000 | Avg L -0.545 | Avg R 0.481
U 246 | F 246 | G 82 | D 0 | EPS 0.795 | L -45.207 | R 39.000 | Avg L -0.551 | Avg R 0.476
U 247 | F 247 | G 82 | D 0 | EPS 0.795 | L -45.207 | R 39.000 | Avg L -0.551 | Avg R 0.476
U 248 | F 248 | G 82 | D 0 | EPS 0.794 | L -45.207 | R 39.000 | Avg L -0.551 | Avg R 0.476
U 249 | F 249 | G 82 | D 0 | EPS 0.793 | L -45.207 | R 39.000 | Avg L -0.551 | Avg R 0.476
U 249 | F 249 | G 83 | D 0 | EPS 0.792 | L -46.251 | R 39.000 | Avg L -0.557 | Avg R 0.470
U 250 | F 250 | G 83 | D 0 | EPS 0.792 | L -46.251 | R 39.000 | Avg L -0.557 | Avg R 0.470
U 251 | F 251 | G 83 | D 0 | EPS 0.792 | L -46.251 | R 39.000 | Avg L -0.557 | Avg R 0.470
U 252 | F 252 | G 83 | D 0 | EPS 0.791 | L -46.251 | R 39.000 | Avg L -0.557 | Avg R 0.470
U 252 | F 252 | G 84 | D 0 | EPS 0.790 | L -46.267 | R 40.000 | Avg L -0.551 | Avg R 0.476
U 253 | F 253 | G 84 | D 0 | EPS 0.790 | L -46.267 | R 40.000 | Avg L -0.551 | Avg R 0.476
U 254 | F 254 | G 84 | D 0 | EPS 0.789 | L -46.267 | R 40.000 | Avg L -0.551 | Avg R 0.476
U 255 | F 255 | G 84 | D 0 | EPS 0.788 | L -46.267 | R 40.000 | Avg L -0.551 | Avg R 0.476
U 255 | F 255 | G 85 | D 0 | EPS 0.787 | L -47.285 | R 40.000 | Avg L -0.556 | Avg R 0.471
U 256 | F 256 | G 85 | D 0 | EPS 0.787 | L -47.285 | R 40.000 | Avg L -0.556 | Avg R 0.471
U 257 | F 257 | G 85 | D 0 | EPS 0.787 | L -47.285 | R 40.000 | Avg L -0.556 | Avg R 0.471
U 258 | F 258 | G 85 | D 0 | EPS 0.786 | L -47.285 | R 40.000 | Avg L -0.556 | Avg R 0.471
U 258 | F 258 | G 86 | D 0 | EPS 0.785 | L -47.339 | R 41.000 | Avg L -0.550 | Avg R 0.477
U 259 | F 259 | G 86 | D 0 | EPS 0.785 | L -47.339 | R 41.000 | Avg L -0.550 | Avg R 0.477
U 260 | F 260 | G 86 | D 0 | EPS 0.784 | L -47.339 | R 41.000 | Avg L -0.550 | Avg R 0.477
U 261 | F 261 | G 86 | D 0 | EPS 0.783 | L -47.339 | R 41.000 | Avg L -0.550 | Avg R 0.477
U 261 | F 261 | G 87 | D 0 | EPS 0.782 | L -48.320 | R 41.000 | Avg L -0.555 | Avg R 0.471
U 262 | F 262 | G 87 | D 0 | EPS 0.782 | L -48.320 | R 41.000 | Avg L -0.555 | Avg R 0.471
U 263 | F 263 | G 87 | D 0 | EPS 0.782 | L -48.320 | R 41.000 | Avg L -0.555 | Avg R 0.471
U 264 | F 264 | G 87 | D 0 | EPS 0.781 | L -48.320 | R 41.000 | Avg L -0.555 | Avg R 0.471
U 264 | F 264 | G 88 | D 0 | EPS 0.780 | L -48.304 | R 42.000 | Avg L -0.549 | Avg R 0.477
U 265 | F 265 | G 88 | D 0 | EPS 0.780 | L -48.304 | R 42.000 | Avg L -0.549 | Avg R 0.477
U 266 | F 266 | G 88 | D 0 | EPS 0.779 | L -48.304 | R 42.000 | Avg L -0.549 | Avg R 0.477
U 267 | F 267 | G 88 | D 0 | EPS 0.778 | L -48.304 | R 42.000 | Avg L -0.549 | Avg R 0.477
U 267 | F 267 | G 89 | D 0 | EPS 0.777 | L -48.331 | R 43.000 | Avg L -0.543 | Avg R 0.483
U 268 | F 268 | G 89 | D 0 | EPS 0.777 | L -48.331 | R 43.000 | Avg L -0.543 | Avg R 0.483
U 269 | F 269 | G 89 | D 0 | EPS 0.777 | L -48.331 | R 43.000 | Avg L -0.543 | Avg R 0.483
U 270 | F 270 | G 89 | D 0 | EPS 0.776 | L -48.331 | R 43.000 | Avg L -0.543 | Avg R 0.483
U 270 | F 270 | G 90 | D 0 | EPS 0.775 | L -49.346 | R 43.000 | Avg L -0.548 | Avg R 0.478
U 271 | F 271 | G 90 | D 0 | EPS 0.775 | L -49.346 | R 43.000 | Avg L -0.548 | Avg R 0.478
U 272 | F 272 | G 90 | D 0 | EPS 0.774 | L -49.346 | R 43.000 | Avg L -0.548 | Avg R 0.478
U 273 | F 273 | G 90 | D 0 | EPS 0.773 | L -49.346 | R 43.000 | Avg L -0.548 | Avg R 0.478
U 273 | F 273 | G 91 | D 0 | EPS 0.772 | L -50.284 | R 43.000 | Avg L -0.553 | Avg R 0.473
U 274 | F 274 | G 91 | D 0 | EPS 0.772 | L -50.284 | R 43.000 | Avg L -0.553 | Avg R 0.473
U 275 | F 275 | G 91 | D 0 | EPS 0.772 | L -50.284 | R 43.000 | Avg L -0.553 | Avg R 0.473
U 276 | F 276 | G 91 | D 0 | EPS 0.771 | L -50.284 | R 43.000 | Avg L -0.553 | Avg R 0.473
U 276 | F 276 | G 92 | D 0 | EPS 0.770 | L -50.289 | R 44.000 | Avg L -0.547 | Avg R 0.478
U 277 | F 277 | G 92 | D 0 | EPS 0.770 | L -50.289 | R 44.000 | Avg L -0.547 | Avg R 0.478
U 278 | F 278 | G 92 | D 0 | EPS 0.769 | L -50.289 | R 44.000 | Avg L -0.547 | Avg R 0.478
U 279 | F 279 | G 92 | D 0 | EPS 0.768 | L -50.289 | R 44.000 | Avg L -0.547 | Avg R 0.478
U 279 | F 279 | G 93 | D 0 | EPS 0.767 | L -50.303 | R 45.000 | Avg L -0.541 | Avg R 0.484
U 280 | F 280 | G 93 | D 0 | EPS 0.767 | L -50.303 | R 45.000 | Avg L -0.541 | Avg R 0.484
U 281 | F 281 | G 93 | D 0 | EPS 0.767 | L -50.303 | R 45.000 | Avg L -0.541 | Avg R 0.484
U 282 | F 282 | G 93 | D 0 | EPS 0.766 | L -50.303 | R 45.000 | Avg L -0.541 | Avg R 0.484
U 282 | F 282 | G 94 | D 0 | EPS 0.765 | L -51.369 | R 45.000 | Avg L -0.546 | Avg R 0.479
U 283 | F 283 | G 94 | D 0 | EPS 0.765 | L -51.369 | R 45.000 | Avg L -0.546 | Avg R 0.479
U 284 | F 284 | G 94 | D 0 | EPS 0.764 | L -51.369 | R 45.000 | Avg L -0.546 | Avg R 0.479
U 285 | F 285 | G 94 | D 0 | EPS 0.763 | L -51.369 | R 45.000 | Avg L -0.546 | Avg R 0.479
U 285 | F 285 | G 95 | D 0 | EPS 0.762 | L -51.376 | R 46.000 | Avg L -0.541 | Avg R 0.484
U 286 | F 286 | G 95 | D 0 | EPS 0.762 | L -51.376 | R 46.000 | Avg L -0.541 | Avg R 0.484
U 287 | F 287 | G 95 | D 0 | EPS 0.762 | L -51.376 | R 46.000 | Avg L -0.541 | Avg R 0.484
U 288 | F 288 | G 95 | D 0 | EPS 0.761 | L -51.376 | R 46.000 | Avg L -0.541 | Avg R 0.484
U 288 | F 288 | G 96 | D 0 | EPS 0.760 | L -51.347 | R 47.000 | Avg L -0.535 | Avg R 0.490
U 289 | F 289 | G 96 | D 0 | EPS 0.760 | L -51.347 | R 47.000 | Avg L -0.535 | Avg R 0.490
U 290 | F 290 | G 96 | D 0 | EPS 0.759 | L -51.347 | R 47.000 | Avg L -0.535 | Avg R 0.490
U 291 | F 291 | G 96 | D 0 | EPS 0.758 | L -51.347 | R 47.000 | Avg L -0.535 | Avg R 0.490
U 291 | F 291 | G 97 | D 0 | EPS 0.758 | L -51.337 | R 48.000 | Avg L -0.529 | Avg R 0.495
U 292 | F 292 | G 97 | D 0 | EPS 0.758 | L -51.337 | R 48.000 | Avg L -0.529 | Avg R 0.495
U 293 | F 293 | G 97 | D 0 | EPS 0.757 | L -51.337 | R 48.000 | Avg L -0.529 | Avg R 0.495
U 294 | F 294 | G 97 | D 0 | EPS 0.756 | L -51.337 | R 48.000 | Avg L -0.529 | Avg R 0.495
U 294 | F 294 | G 98 | D 0 | EPS 0.755 | L -51.309 | R 49.000 | Avg L -0.524 | Avg R 0.500
U 295 | F 295 | G 98 | D 0 | EPS 0.755 | L -51.309 | R 49.000 | Avg L -0.524 | Avg R 0.500
U 296 | F 296 | G 98 | D 0 | EPS 0.754 | L -51.309 | R 49.000 | Avg L -0.524 | Avg R 0.500
U 297 | F 297 | G 98 | D 0 | EPS 0.753 | L -51.309 | R 49.000 | Avg L -0.524 | Avg R 0.500
U 297 | F 297 | G 99 | D 0 | EPS 0.752 | L -51.307 | R 50.000 | Avg L -0.518 | Avg R 0.505
U 298 | F 298 | G 99 | D 0 | EPS 0.752 | L -51.307 | R 50.000 | Avg L -0.518 | Avg R 0.505
U 299 | F 299 | G 99 | D 0 | EPS 0.752 | L -51.307 | R 50.000 | Avg L -0.518 | Avg R 0.505
U 300 | F 300 | G 99 | D 0 | EPS 0.751 | L -51.307 | R 50.000 | Avg L -0.518 | Avg R 0.505
U 300 | F 300 | G 100 | D 0 | EPS 0.750 | L -52.293 | R 50.000 | Avg L -0.523 | Avg R 0.500
U 301 | F 301 | G 100 | D 0 | EPS 0.750 | L -52.293 | R 50.000 | Avg L -0.523 | Avg R 0.500
U 302 | F 302 | G 100 | D 0 | EPS 0.749 | L -52.293 | R 50.000 | Avg L -0.523 | Avg R 0.500
U 303 | F 303 | G 100 | D 0 | EPS 0.748 | L -52.293 | R 50.000 | Avg L -0.523 | Avg R 0.500
U 303 | F 303 | G 101 | D 0 | EPS 0.748 | L -53.307 | R 50.000 | Avg L -0.533 | Avg R 0.490
U 304 | F 304 | G 101 | D 0 | EPS 0.748 | L -53.307 | R 50.000 | Avg L -0.533 | Avg R 0.490
U 305 | F 305 | G 101 | D 0 | EPS 0.747 | L -53.307 | R 50.000 | Avg L -0.533 | Avg R 0.490
U 306 | F 306 | G 101 | D 0 | EPS 0.746 | L -53.307 | R 50.000 | Avg L -0.533 | Avg R 0.490
U 306 | F 306 | G 102 | D 0 | EPS 0.745 | L -54.245 | R 50.000 | Avg L -0.532 | Avg R 0.490
U 307 | F 307 | G 102 | D 0 | EPS 0.745 | L -54.245 | R 50.000 | Avg L -0.532 | Avg R 0.490
U 308 | F 308 | G 102 | D 0 | EPS 0.744 | L -54.245 | R 50.000 | Avg L -0.532 | Avg R 0.490
U 309 | F 309 | G 102 | D 0 | EPS 0.743 | L -54.245 | R 50.000 | Avg L -0.532 | Avg R 0.490
U 309 | F 309 | G 103 | D 0 | EPS 0.742 | L -54.258 | R 51.000 | Avg L -0.522 | Avg R 0.500
U 310 | F 310 | G 103 | D 0 | EPS 0.742 | L -54.258 | R 51.000 | Avg L -0.522 | Avg R 0.500
U 311 | F 311 | G 103 | D 0 | EPS 0.742 | L -54.258 | R 51.000 | Avg L -0.522 | Avg R 0.500
U 312 | F 312 | G 103 | D 0 | EPS 0.741 | L -54.258 | R 51.000 | Avg L -0.522 | Avg R 0.500
U 312 | F 312 | G 104 | D 0 | EPS 0.740 | L -55.177 | R 51.000 | Avg L -0.531 | Avg R 0.490
U 313 | F 313 | G 104 | D 0 | EPS 0.740 | L -55.177 | R 51.000 | Avg L -0.531 | Avg R 0.490
U 314 | F 314 | G 104 | D 0 | EPS 0.739 | L -55.177 | R 51.000 | Avg L -0.531 | Avg R 0.490
U 315 | F 315 | G 104 | D 0 | EPS 0.738 | L -55.177 | R 51.000 | Avg L -0.531 | Avg R 0.490
U 315 | F 315 | G 105 | D 0 | EPS 0.738 | L -56.307 | R 51.000 | Avg L -0.532 | Avg R 0.490
U 316 | F 316 | G 105 | D 0 | EPS 0.738 | L -56.307 | R 51.000 | Avg L -0.532 | Avg R 0.490
U 317 | F 317 | G 105 | D 0 | EPS 0.737 | L -56.307 | R 51.000 | Avg L -0.532 | Avg R 0.490
U 318 | F 318 | G 105 | D 0 | EPS 0.736 | L -56.307 | R 51.000 | Avg L -0.532 | Avg R 0.490
U 318 | F 318 | G 106 | D 0 | EPS 0.735 | L -57.240 | R 51.000 | Avg L -0.541 | Avg R 0.480
U 319 | F 319 | G 106 | D 0 | EPS 0.735 | L -57.240 | R 51.000 | Avg L -0.541 | Avg R 0.480
U 320 | F 320 | G 106 | D 0 | EPS 0.734 | L -57.240 | R 51.000 | Avg L -0.541 | Avg R 0.480
U 321 | F 321 | G 106 | D 0 | EPS 0.733 | L -57.240 | R 51.000 | Avg L -0.541 | Avg R 0.480
U 321 | F 321 | G 107 | D 0 | EPS 0.732 | L -57.210 | R 52.000 | Avg L -0.530 | Avg R 0.490
U 322 | F 322 | G 107 | D 0 | EPS 0.732 | L -57.210 | R 52.000 | Avg L -0.530 | Avg R 0.490
U 323 | F 323 | G 107 | D 0 | EPS 0.732 | L -57.210 | R 52.000 | Avg L -0.530 | Avg R 0.490
U 324 | F 324 | G 107 | D 0 | EPS 0.731 | L -57.210 | R 52.000 | Avg L -0.530 | Avg R 0.490
U 324 | F 324 | G 108 | D 0 | EPS 0.730 | L -58.235 | R 52.000 | Avg L -0.529 | Avg R 0.490
U 325 | F 325 | G 108 | D 0 | EPS 0.730 | L -58.235 | R 52.000 | Avg L -0.529 | Avg R 0.490
U 326 | F 326 | G 108 | D 0 | EPS 0.729 | L -58.235 | R 52.000 | Avg L -0.529 | Avg R 0.490
U 327 | F 327 | G 108 | D 0 | EPS 0.728 | L -58.235 | R 52.000 | Avg L -0.529 | Avg R 0.490
U 327 | F 327 | G 109 | D 0 | EPS 0.728 | L -58.207 | R 53.000 | Avg L -0.528 | Avg R 0.490
U 328 | F 328 | G 109 | D 0 | EPS 0.728 | L -58.207 | R 53.000 | Avg L -0.528 | Avg R 0.490
U 329 | F 329 | G 109 | D 0 | EPS 0.727 | L -58.207 | R 53.000 | Avg L -0.528 | Avg R 0.490
U 330 | F 330 | G 109 | D 0 | EPS 0.726 | L -58.207 | R 53.000 | Avg L -0.528 | Avg R 0.490
U 330 | F 330 | G 110 | D 0 | EPS 0.725 | L -59.175 | R 53.000 | Avg L -0.527 | Avg R 0.490
U 331 | F 331 | G 110 | D 0 | EPS 0.725 | L -59.175 | R 53.000 | Avg L -0.527 | Avg R 0.490
U 332 | F 332 | G 110 | D 0 | EPS 0.724 | L -59.175 | R 53.000 | Avg L -0.527 | Avg R 0.490
U 333 | F 333 | G 110 | D 0 | EPS 0.723 | L -59.175 | R 53.000 | Avg L -0.527 | Avg R 0.490
U 333 | F 333 | G 111 | D 0 | EPS 0.722 | L -60.233 | R 53.000 | Avg L -0.528 | Avg R 0.490
U 334 | F 334 | G 111 | D 0 | EPS 0.722 | L -60.233 | R 53.000 | Avg L -0.528 | Avg R 0.490
